employee_id,designation,no_of_trainings,length_of_service,avg_training_score,is_promoted
38086,HR,1,5,53.0,0
56364,Procurement,1,2,66.0,0
55876,Operations,1,10,60.0,0
59510,Sales & Marketing,1,9,54.0,0
43449,Sales & Marketing,1,13,44.0,0
15088,Finance,1,5,60.0,0
35287,Sales & Marketing,1,6,49.0,0
60562,HR,1,5,49.0,0
58998,Sales & Marketing,1,5,52.0,0
60190,Sales & Marketing,1,2,53.0,0
45500,Procurement,2,4,67.0,0
56160,Analytics,1,2,88.0,0
56806,Operations,2,6,59.0,0
45238,Sales & Marketing,1,1,51.0,0
24999,Sales & Marketing,1,6,51.0,0
32177,Finance,1,6,65.0,0
17908,Sales & Marketing,1,11,50.0,0
65955,Sales & Marketing,1,21,50.0,0
26261,R&D,3,9,86.0,0
42486,Operations,1,16,60.0,0
33836,Sales & Marketing,1,1,50.0,0
17221,Sales & Marketing,1,9,49.0,0
33273,Operations,1,3,60.0,1
36482,Analytics,1,1,86.0,0
31875,Technology,2,3,83.0,1
48626,Sales & Marketing,1,19,53.0,0
17761,Technology,2,8,79.0,0
64669,Sales & Marketing,1,4,48.0,0
58497,Sales & Marketing,1,7,49.0,0
12718,Analytics,1,3,87.0,0
72154,Procurement,1,9,67.0,0
39167,HR,1,6,47.0,0
28511,Procurement,1,3,68.0,0
56776,Sales & Marketing,1,3,49.0,0
9847,Procurement,2,4,72.0,0
33855,Analytics,1,2,80.0,0
48267,Analytics,1,8,84.0,0
64901,R&D,2,3,83.0,0
9913,Analytics,1,5,84.0,0
24087,Sales & Marketing,1,7,49.0,0
62216,Procurement,1,1,68.0,0
36668,Procurement,1,3,72.0,0
61935,Analytics,2,8,84.0,0
68489,Sales & Marketing,1,10,51.0,0
48747,Operations,1,7,66.0,0
41394,Legal,1,11,60.0,0
68210,Technology,1,1,79.0,1
27680,Sales & Marketing,1,10,46.0,0
32153,Procurement,3,5,73.0,0
68774,Technology,2,4,89.0,0
43304,Operations,1,3,58.0,0
8504,Sales & Marketing,1,16,53.0,0
4123,Analytics,1,6,84.0,0
76544,Sales & Marketing,1,3,43.0,0
70661,Sales & Marketing,1,25,47.0,0
60097,HR,1,1,49.0,0
49407,Sales & Marketing,1,4,51.0,0
47288,Sales & Marketing,1,1,55.0,0
28484,HR,1,12,49.0,0
62346,Technology,1,3,79.0,0
20193,HR,1,7,46.0,0
9720,Sales & Marketing,1,8,49.0,0
67934,Procurement,1,7,63.0,1
67470,Finance,1,2,,0
18262,Sales & Marketing,3,1,50.0,0
27516,Analytics,2,3,89.0,0
39798,Operations,1,3,58.0,0
14981,Operations,1,4,58.0,0
4986,Analytics,4,3,80.0,1
3294,Operations,1,4,57.0,0
71563,Analytics,1,1,87.0,0
39716,Technology,1,1,78.0,1
47614,Analytics,1,6,85.0,0
74523,Analytics,1,4,86.0,0
32444,Analytics,1,10,84.0,0
28051,Sales & Marketing,1,2,46.0,0
39962,Sales & Marketing,1,3,53.0,0
68144,R&D,3,3,83.0,1
48312,Operations,1,15,64.0,0
3263,Operations,1,8,60.0,0
6994,Sales & Marketing,1,10,52.0,0
69024,HR,1,2,52.0,0
67844,Operations,1,14,58.0,0
13947,Operations,1,9,72.0,1
44801,Operations,1,2,64.0,0
54999,Sales & Marketing,1,1,49.0,0
56087,Technology,1,5,81.0,0
76081,Analytics,1,7,85.0,0
74699,Sales & Marketing,1,10,53.0,0
2455,Sales & Marketing,1,5,48.0,0
20027,Procurement,2,10,68.0,0
2520,Operations,1,23,63.0,0
67115,Sales & Marketing,1,6,54.0,0
32031,Sales & Marketing,1,3,55.0,0
69796,Analytics,2,8,89.0,0
11502,Technology,1,3,80.0,0
13975,Analytics,2,4,85.0,0
50276,Procurement,1,5,82.0,1
27330,Operations,1,2,62.0,0
50921,Technology,1,7,76.0,0
54580,Operations,1,13,60.0,0
3017,Procurement,2,5,68.0,0
59304,Sales & Marketing,2,5,49.0,0
55228,Analytics,1,3,86.0,0
20837,Analytics,1,4,86.0,1
76164,Operations,1,5,60.0,0
48219,Procurement,1,7,70.0,0
59991,Sales & Marketing,1,2,51.0,1
46787,Analytics,2,8,85.0,1
32430,Operations,1,9,57.0,0
30128,Sales & Marketing,1,1,49.0,0
7102,Finance,1,4,54.0,0
32420,Procurement,1,19,72.0,0
7686,Sales & Marketing,1,2,47.0,0
75472,Analytics,1,4,83.0,0
37006,Technology,1,9,81.0,0
73383,Operations,1,7,,0
51175,Analytics,3,5,82.0,0
76041,Sales & Marketing,1,3,49.0,0
31665,Sales & Marketing,1,9,52.0,0
56438,Operations,1,6,,0
44446,Analytics,1,1,85.0,0
77092,HR,1,1,52.0,0
391,Operations,2,5,66.0,0
15448,Procurement,2,3,70.0,0
76592,R&D,1,7,82.0,0
1041,Sales & Marketing,1,6,47.0,0
23823,Operations,1,2,58.0,0
22433,Analytics,1,2,84.0,0
9300,Technology,1,9,80.0,0
5740,Sales & Marketing,1,1,49.0,0
3851,Procurement,1,5,70.0,0
20691,Sales & Marketing,1,4,50.0,0
13912,Sales & Marketing,1,10,52.0,0
69319,Analytics,1,11,81.0,0
54016,Procurement,1,13,69.0,0
25422,Operations,1,7,63.0,0
55527,Technology,2,8,79.0,0
20612,Sales & Marketing,2,1,50.0,0
65092,Procurement,2,6,71.0,0
64731,Finance,1,2,56.0,0
64371,Technology,1,3,80.0,0
40266,Sales & Marketing,1,6,51.0,1
38174,Procurement,1,5,73.0,0
53550,Sales & Marketing,1,10,50.0,0
22852,Finance,3,1,55.0,0
36280,Procurement,2,4,68.0,0
9283,Sales & Marketing,1,4,52.0,0
47113,Finance,1,3,,0
43987,Operations,1,5,57.0,0
60028,Sales & Marketing,1,2,49.0,0
34189,Analytics,3,3,84.0,0
64847,Sales & Marketing,1,2,56.0,0
15156,Procurement,1,3,69.0,0
24745,Sales & Marketing,1,3,49.0,0
63644,Sales & Marketing,1,1,50.0,0
16195,Analytics,1,4,83.0,0
6328,R&D,2,3,84.0,0
24060,Technology,1,9,79.0,0
55237,HR,2,7,50.0,0
64056,Sales & Marketing,1,2,46.0,0
45362,Technology,1,4,78.0,0
77644,Procurement,2,7,72.0,0
67247,Technology,2,1,82.0,1
71386,Legal,1,4,58.0,0
69740,Sales & Marketing,1,11,54.0,0
71834,Operations,1,13,59.0,0
72969,Operations,1,7,60.0,0
61308,Procurement,2,5,69.0,0
32600,HR,1,3,49.0,0
20268,Procurement,2,3,71.0,0
155,Operations,1,8,64.0,0
34337,Procurement,2,5,65.0,0
14886,Operations,1,2,58.0,0
11620,Sales & Marketing,1,6,54.0,0
4172,Sales & Marketing,1,3,,0
67775,Operations,1,3,60.0,0
13080,Procurement,1,9,75.0,0
41053,Technology,1,7,76.0,0
279,Operations,1,4,56.0,0
74836,Sales & Marketing,2,5,54.0,0
77660,Procurement,1,3,73.0,0
15423,Operations,1,4,62.0,0
61894,Technology,1,2,74.0,0
54704,Procurement,1,5,68.0,0
55743,Analytics,1,5,83.0,0
1297,Technology,1,8,79.0,0
23689,Procurement,1,4,67.0,0
16207,Technology,1,6,80.0,0
72555,Technology,1,5,78.0,1
25806,Operations,1,7,58.0,0
64243,Analytics,2,1,83.0,1
54967,Procurement,1,9,72.0,0
76422,Sales & Marketing,1,2,51.0,0
50836,Operations,1,13,71.0,1
12308,Analytics,2,1,93.0,0
19177,Operations,1,10,60.0,0
55309,Procurement,1,12,72.0,0
58195,Sales & Marketing,2,1,48.0,0
15297,Sales & Marketing,1,5,50.0,0
58960,Operations,1,7,,0
21996,Analytics,1,2,83.0,0
76096,Procurement,1,9,68.0,0
61655,Sales & Marketing,1,9,49.0,0
58528,Sales & Marketing,1,2,49.0,0
74584,Finance,1,5,57.0,0
61960,Finance,1,4,56.0,0
53673,Sales & Marketing,3,6,49.0,0
9964,Procurement,1,7,76.0,0
75746,Finance,1,6,60.0,0
61398,Legal,1,6,58.0,0
58649,Sales & Marketing,1,6,52.0,0
68693,Sales & Marketing,1,1,51.0,0
39379,Sales & Marketing,1,6,55.0,0
11988,Sales & Marketing,1,4,51.0,0
60209,Analytics,1,1,85.0,0
22369,Sales & Marketing,1,6,42.0,0
5273,Sales & Marketing,1,9,52.0,0
54265,HR,1,4,41.0,0
21858,Procurement,2,1,70.0,0
59165,Sales & Marketing,1,2,49.0,0
7300,Analytics,1,6,86.0,0
13246,Finance,1,2,59.0,0
67128,Technology,1,7,84.0,0
72806,Sales & Marketing,1,1,51.0,0
71964,Operations,1,4,73.0,1
15894,Sales & Marketing,1,1,57.0,0
22344,Operations,1,17,63.0,0
12355,Operations,1,2,58.0,0
45918,Procurement,1,2,73.0,0
19559,Operations,1,11,59.0,0
62253,Finance,1,9,64.0,0
53305,HR,1,14,46.0,0
37388,Operations,1,5,57.0,0
47651,Technology,2,15,81.0,0
58261,Sales & Marketing,1,5,51.0,0
44329,Sales & Marketing,1,4,50.0,0
53812,Sales & Marketing,1,9,47.0,0
48648,HR,1,1,48.0,0
77160,Operations,1,7,62.0,0
49976,Operations,1,10,65.0,0
14940,Sales & Marketing,4,6,47.0,0
37145,Sales & Marketing,2,7,46.0,0
20460,Procurement,1,9,72.0,0
59714,Sales & Marketing,1,6,50.0,0
38508,Analytics,1,6,81.0,0
3830,Technology,2,7,81.0,0
34014,Operations,3,9,58.0,0
46066,Technology,1,9,75.0,1
22435,Sales & Marketing,1,3,52.0,0
56522,Legal,1,4,54.0,0
71873,Operations,1,8,58.0,0
4335,Finance,1,2,56.0,0
9495,Procurement,1,20,67.0,0
33832,Sales & Marketing,2,7,52.0,0
38903,Technology,1,3,81.0,0
16979,Sales & Marketing,1,9,,0
18345,Finance,2,9,63.0,1
44217,Sales & Marketing,3,3,49.0,0
68186,Analytics,4,5,81.0,0
10720,Finance,1,6,,1
6849,Operations,1,1,60.0,0
34654,Operations,2,3,60.0,0
24896,Procurement,1,10,72.0,0
7490,Sales & Marketing,2,6,49.0,0
60126,Technology,1,4,77.0,0
37239,Technology,1,8,79.0,1
62155,Technology,1,4,78.0,0
36407,Technology,1,10,79.0,0
66985,Procurement,1,13,71.0,0
66770,Operations,1,7,65.0,0
20873,Operations,1,5,,1
60593,Operations,1,1,59.0,0
38874,Sales & Marketing,1,2,47.0,0
33585,Procurement,1,5,75.0,0
4618,Finance,1,3,59.0,0
8132,Technology,1,4,80.0,0
69654,Sales & Marketing,2,1,50.0,0
46200,Finance,1,5,67.0,0
45836,Analytics,2,1,84.0,0
77031,Analytics,1,4,85.0,0
6721,Sales & Marketing,1,15,53.0,0
70475,Procurement,1,2,66.0,1
15487,Procurement,5,17,70.0,0
57111,HR,2,8,49.0,0
22898,Operations,1,19,58.0,0
65364,Sales & Marketing,1,7,48.0,0
22218,Operations,1,7,68.0,1
75796,Finance,1,7,60.0,0
74449,Finance,1,4,,0
75484,Operations,1,4,64.0,0
45602,Sales & Marketing,2,1,50.0,0
46142,R&D,1,1,86.0,0
23959,Sales & Marketing,1,3,49.0,0
67868,Technology,2,5,86.0,0
53738,HR,1,1,49.0,0
77752,Procurement,1,7,69.0,0
29331,Sales & Marketing,1,4,52.0,0
63557,Procurement,1,2,91.0,1
38643,Analytics,2,7,85.0,0
67439,Procurement,1,2,67.0,1
36334,Technology,2,4,78.0,0
3082,Sales & Marketing,2,6,51.0,0
31140,Analytics,1,2,82.0,0
24185,Operations,1,1,62.0,0
62849,Technology,1,7,82.0,0
57615,Legal,1,1,58.0,0
59225,Operations,1,10,60.0,0
4835,Technology,1,4,78.0,0
37117,R&D,1,4,86.0,0
30203,Procurement,1,1,71.0,0
36670,Sales & Marketing,1,3,50.0,0
44742,R&D,1,5,84.0,0
12243,Procurement,1,7,74.0,0
24410,Sales & Marketing,1,9,52.0,0
11370,Sales & Marketing,1,7,50.0,1
43773,Technology,1,8,79.0,0
66405,Analytics,1,2,82.0,0
23935,Finance,1,5,63.0,0
36884,Operations,1,2,60.0,0
3396,Technology,1,10,80.0,0
27139,Operations,1,8,,0
50113,Sales & Marketing,1,11,52.0,0
20219,Technology,1,2,82.0,0
19539,Analytics,1,5,79.0,0
47361,Operations,1,21,58.0,1
55381,Legal,1,3,57.0,0
28975,Legal,1,1,59.0,0
70801,R&D,3,8,81.0,0
74459,Analytics,1,3,81.0,0
3400,Operations,1,2,65.0,0
33958,R&D,4,3,84.0,0
2812,Operations,1,6,59.0,0
75012,Sales & Marketing,3,1,47.0,1
55448,Operations,1,15,57.0,0
49039,Analytics,3,2,84.0,0
2397,Technology,1,3,81.0,0
41644,Operations,1,3,58.0,0
48689,Technology,1,9,78.0,0
40616,Finance,1,2,62.0,0
61406,Sales & Marketing,1,7,48.0,0
49917,Procurement,1,4,65.0,0
43260,Sales & Marketing,1,3,46.0,0
39233,Technology,2,4,77.0,0
28782,Sales & Marketing,1,10,48.0,1
62705,Operations,1,4,58.0,0
41213,Sales & Marketing,1,5,47.0,0
2253,Procurement,1,9,73.0,0
55642,Technology,1,2,79.0,0
36758,Sales & Marketing,2,2,46.0,0
69695,Procurement,1,1,67.0,0
31117,Sales & Marketing,2,7,83.0,1
75501,Sales & Marketing,1,1,46.0,0
32054,Technology,1,2,78.0,0
55860,Sales & Marketing,2,7,46.0,1
68503,Analytics,2,2,83.0,0
4577,Sales & Marketing,3,2,48.0,0
33729,Technology,1,4,80.0,0
73043,Procurement,1,6,70.0,0
33583,Sales & Marketing,1,4,48.0,0
8916,Sales & Marketing,1,6,86.0,1
70756,Sales & Marketing,2,9,52.0,0
31211,Sales & Marketing,1,5,52.0,0
56379,Analytics,1,2,87.0,1
69244,R&D,1,7,80.0,0
55781,Sales & Marketing,3,10,48.0,0
47097,Sales & Marketing,1,14,49.0,0
25747,Operations,1,2,58.0,0
20243,Operations,1,1,59.0,0
61749,Sales & Marketing,1,1,48.0,0
74010,Sales & Marketing,2,5,51.0,0
48237,Technology,1,2,83.0,0
50425,Sales & Marketing,2,1,52.0,0
43361,Technology,1,5,84.0,0
77088,Sales & Marketing,1,2,51.0,0
57291,Operations,1,5,57.0,0
21997,Operations,1,2,59.0,0
45533,Operations,1,3,,0
27539,Procurement,1,7,68.0,0
66296,Sales & Marketing,1,5,52.0,0
54799,Sales & Marketing,1,2,47.0,0
34749,Technology,1,9,76.0,0
29057,Procurement,1,2,70.0,0
36438,Analytics,1,3,84.0,0
34656,Operations,1,3,58.0,0
24635,Sales & Marketing,1,1,51.0,0
38617,Sales & Marketing,1,10,48.0,0
36055,Finance,2,2,53.0,0
40100,Finance,1,1,58.0,0
72067,Sales & Marketing,1,14,50.0,0
57559,Sales & Marketing,2,1,49.0,0
49971,Analytics,1,5,83.0,0
74444,Procurement,1,4,72.0,0
56416,Analytics,2,2,90.0,0
5893,Procurement,1,5,71.0,0
71227,Procurement,1,8,73.0,0
50676,Sales & Marketing,2,16,51.0,0
42564,Operations,1,2,60.0,0
6028,Procurement,2,7,67.0,0
42029,Sales & Marketing,1,9,50.0,0
71372,Sales & Marketing,1,7,49.0,0
69732,Operations,1,13,63.0,0
23371,Sales & Marketing,1,10,46.0,0
43439,Procurement,1,6,70.0,1
21773,Procurement,1,4,69.0,0
74627,Procurement,1,7,68.0,0
66737,HR,1,10,52.0,0
69596,Sales & Marketing,1,7,53.0,0
33614,Procurement,1,3,73.0,0
28955,Sales & Marketing,1,5,53.0,0
2046,Sales & Marketing,2,7,43.0,0
56265,Sales & Marketing,1,4,51.0,0
18398,R&D,1,5,81.0,1
4233,Sales & Marketing,1,6,53.0,0
73840,Operations,1,3,58.0,0
14763,Technology,1,8,81.0,0
35472,Operations,1,8,59.0,0
9551,Procurement,1,2,70.0,0
59832,Analytics,2,4,86.0,0
18448,Procurement,1,13,67.0,0
24904,Finance,1,7,59.0,0
16568,Operations,1,7,,0
27006,Operations,1,2,62.0,0
53845,Finance,2,7,64.0,0
70174,Finance,1,3,73.0,1
58121,Operations,1,6,60.0,0
18378,Technology,1,24,78.0,0
33019,Procurement,3,6,99.0,1
53572,Analytics,1,6,87.0,0
42153,Sales & Marketing,1,7,50.0,0
58848,Operations,1,5,58.0,0
20146,Procurement,1,3,68.0,0
9571,Procurement,1,5,70.0,0
8206,Operations,1,5,63.0,0
70531,Sales & Marketing,2,9,53.0,0
7847,Sales & Marketing,2,7,46.0,0
48573,HR,1,2,51.0,0
74956,Sales & Marketing,1,7,48.0,0
65196,Sales & Marketing,1,8,49.0,0
61228,Sales & Marketing,1,2,50.0,0
21093,Technology,2,4,79.0,0
51155,Procurement,1,4,73.0,0
1831,HR,1,5,48.0,0
12641,Analytics,2,5,85.0,0
12906,Sales & Marketing,1,4,49.0,0
7383,Operations,1,6,58.0,0
46204,Sales & Marketing,1,17,46.0,0
6198,Operations,1,2,62.0,0
34657,Sales & Marketing,1,1,47.0,0
39598,HR,1,4,52.0,1
32688,Analytics,2,3,84.0,0
61113,Sales & Marketing,1,1,51.0,0
51962,Analytics,1,2,81.0,0
13916,Operations,1,5,59.0,0
25288,Procurement,1,10,67.0,0
26299,Sales & Marketing,2,12,50.0,0
70705,Technology,1,7,81.0,0
46669,Sales & Marketing,1,20,49.0,0
44701,Operations,1,7,53.0,0
62070,Technology,2,1,73.0,0
44352,Operations,1,6,64.0,0
24845,Sales & Marketing,1,7,50.0,0
67986,Technology,1,3,77.0,0
72349,Analytics,2,3,86.0,0
33167,Operations,1,7,66.0,0
55239,Operations,1,5,59.0,0
21322,Sales & Marketing,1,7,51.0,0
52332,Operations,1,16,59.0,0
47837,Finance,1,2,59.0,0
33558,Sales & Marketing,1,4,50.0,0
5901,Finance,1,6,57.0,0
56158,Operations,1,3,60.0,0
24561,Operations,1,1,58.0,0
9084,Sales & Marketing,1,5,53.0,0
38962,Procurement,1,7,69.0,0
7676,Procurement,1,2,69.0,0
15796,Operations,1,2,63.0,0
16179,R&D,3,3,82.0,0
58404,Finance,3,5,60.0,0
7104,Procurement,1,12,68.0,0
19342,Operations,1,5,60.0,0
11392,Operations,1,7,,0
4108,Operations,1,5,57.0,0
42351,Procurement,1,12,69.0,0
18,Operations,1,4,57.0,0
52786,Operations,1,7,57.0,0
9453,Sales & Marketing,2,4,48.0,0
64621,Technology,2,3,89.0,1
26927,Analytics,1,4,85.0,0
11884,Sales & Marketing,1,4,47.0,1
10454,Sales & Marketing,2,4,55.0,0
58756,Operations,1,13,60.0,0
11622,Operations,2,3,77.0,1
21710,Sales & Marketing,1,2,55.0,1
39638,Technology,2,8,79.0,0
77720,Operations,2,9,60.0,0
25339,Sales & Marketing,1,4,49.0,0
67232,Sales & Marketing,1,7,50.0,0
503,Operations,1,3,58.0,0
41839,Sales & Marketing,1,3,48.0,0
24535,Operations,1,9,,1
28002,Sales & Marketing,1,4,51.0,0
101,Sales & Marketing,2,2,49.0,0
67481,Procurement,1,5,69.0,0
9381,Procurement,1,3,68.0,0
9862,Sales & Marketing,1,5,50.0,0
38966,Sales & Marketing,1,10,48.0,0
59229,Operations,2,2,56.0,0
62051,Sales & Marketing,2,9,52.0,1
57299,HR,1,3,50.0,0
61745,HR,1,8,51.0,0
44652,HR,1,1,52.0,0
70672,Analytics,1,2,82.0,0
70675,Procurement,1,1,71.0,0
17784,Operations,1,2,56.0,0
69032,Sales & Marketing,1,10,48.0,0
21744,HR,1,6,49.0,0
28209,Operations,1,7,59.0,0
26259,Operations,1,5,96.0,1
16322,Analytics,1,4,83.0,0
28118,Legal,1,2,62.0,0
28255,Sales & Marketing,1,15,48.0,0
24732,Sales & Marketing,1,2,57.0,0
74281,Operations,2,7,60.0,0
27367,Sales & Marketing,2,3,52.0,0
21049,HR,1,18,49.0,0
35307,HR,1,4,52.0,0
151,Sales & Marketing,1,24,50.0,0
59406,Technology,2,4,82.0,0
56187,Procurement,2,7,68.0,0
16408,Sales & Marketing,1,4,50.0,0
74647,Sales & Marketing,1,3,41.0,0
64410,Procurement,1,4,69.0,0
23679,Procurement,1,4,70.0,0
11409,R&D,1,3,84.0,0
47226,Operations,1,25,59.0,0
47430,Procurement,2,5,66.0,0
56121,Technology,1,6,85.0,0
72667,Sales & Marketing,1,7,53.0,0
26240,Legal,1,2,,0
9346,Sales & Marketing,2,4,53.0,0
11791,Sales & Marketing,1,4,48.0,0
4405,Technology,1,12,80.0,0
59879,Procurement,1,1,71.0,0
64933,Sales & Marketing,2,5,52.0,0
71971,Operations,2,8,57.0,0
20823,Operations,1,5,68.0,1
61994,Analytics,1,1,86.0,0
75939,Technology,1,5,79.0,0
17855,Procurement,1,13,70.0,0
66369,Analytics,1,9,86.0,0
63248,Operations,3,7,59.0,0
7778,Technology,2,12,78.0,0
4867,Finance,1,1,62.0,0
36206,Technology,1,2,80.0,0
71572,Procurement,1,5,79.0,1
48387,Sales & Marketing,2,5,50.0,1
7224,Legal,1,5,57.0,0
53319,Procurement,1,2,66.0,0
69189,Finance,1,1,,0
44497,Procurement,1,7,68.0,0
1037,Procurement,2,1,71.0,0
66901,Sales & Marketing,1,4,43.0,1
62829,Sales & Marketing,2,4,50.0,0
54536,Procurement,1,6,72.0,0
36853,Procurement,1,6,65.0,1
49386,Technology,1,7,81.0,0
3317,Technology,1,7,79.0,0
12871,Procurement,1,8,69.0,0
61107,Sales & Marketing,1,7,48.0,0
46767,Analytics,2,5,83.0,0
31608,Sales & Marketing,1,9,46.0,0
19700,Technology,1,8,78.0,0
75243,Analytics,1,6,85.0,0
43363,Analytics,1,12,87.0,0
53363,Analytics,1,2,85.0,1
76852,Procurement,1,10,68.0,0
29996,Sales & Marketing,1,4,50.0,0
65780,Operations,1,6,58.0,0
32706,Sales & Marketing,1,6,50.0,0
8594,Sales & Marketing,1,7,,0
70876,Sales & Marketing,1,5,47.0,0
17031,Sales & Marketing,1,9,51.0,0
34442,Technology,2,4,76.0,0
4633,Operations,1,18,69.0,1
6517,Analytics,1,3,83.0,0
32174,Operations,2,3,57.0,0
68412,Procurement,1,3,73.0,0
54119,Technology,1,14,76.0,0
16855,Technology,1,10,83.0,0
17712,Procurement,1,23,72.0,0
1456,Operations,1,1,56.0,0
2376,Operations,1,1,58.0,0
28350,Technology,1,6,81.0,0
36888,Procurement,1,4,65.0,0
42412,Procurement,1,13,70.0,0
20905,Procurement,1,9,81.0,1
66700,Sales & Marketing,1,6,48.0,0
72107,Technology,1,1,82.0,0
38415,Procurement,1,3,65.0,0
75454,Procurement,1,4,69.0,0
43055,Sales & Marketing,1,7,51.0,0
1139,Sales & Marketing,1,6,53.0,0
11779,Operations,1,6,59.0,0
14997,Analytics,2,5,84.0,0
14623,Sales & Marketing,1,5,52.0,0
11068,Operations,1,7,60.0,0
51176,Finance,1,3,,1
71022,Procurement,1,6,65.0,0
30605,Procurement,1,6,71.0,0
1261,Sales & Marketing,1,7,51.0,0
18896,Sales & Marketing,1,4,59.0,1
35199,Analytics,2,3,83.0,0
30205,Operations,1,12,62.0,0
66680,Sales & Marketing,1,9,46.0,0
55059,Finance,1,4,59.0,0
45693,Analytics,2,8,81.0,0
8959,Sales & Marketing,1,4,44.0,0
35856,Operations,2,4,60.0,0
65159,Sales & Marketing,1,6,51.0,0
9927,Analytics,1,9,83.0,0
40220,Technology,1,1,81.0,0
5826,Sales & Marketing,1,6,48.0,0
39236,Sales & Marketing,1,9,54.0,0
33290,R&D,1,1,87.0,1
20576,Analytics,2,5,80.0,0
48595,Analytics,1,2,84.0,0
14984,Sales & Marketing,2,7,54.0,0
46591,Sales & Marketing,1,3,47.0,0
438,Sales & Marketing,3,6,50.0,0
27513,R&D,1,5,81.0,0
43262,Operations,1,6,56.0,0
8209,Sales & Marketing,3,1,51.0,0
75330,Technology,1,18,82.0,0
1423,Operations,1,8,58.0,0
783,Operations,1,5,65.0,0
35125,Procurement,1,5,75.0,0
44113,Sales & Marketing,2,11,48.0,0
49190,Technology,1,2,78.0,0
20104,Sales & Marketing,1,7,53.0,0
11719,Sales & Marketing,1,2,50.0,0
51486,Analytics,1,9,86.0,0
27480,Sales & Marketing,1,2,51.0,0
8680,Sales & Marketing,1,4,51.0,0
2035,Operations,1,14,57.0,0
69293,Procurement,1,6,66.0,0
27092,Sales & Marketing,1,5,48.0,0
64478,Sales & Marketing,3,5,47.0,0
69528,Analytics,2,2,87.0,1
65214,Operations,1,3,60.0,0
26577,Analytics,1,7,98.0,1
529,Procurement,1,2,76.0,0
59617,Sales & Marketing,1,2,48.0,0
65884,Legal,1,3,62.0,0
2047,Sales & Marketing,1,6,47.0,0
11564,Sales & Marketing,1,1,53.0,0
33256,Operations,1,11,63.0,0
43109,Sales & Marketing,1,6,43.0,0
31807,Analytics,1,6,84.0,0
56463,Procurement,3,2,68.0,0
59994,Analytics,2,5,88.0,0
19872,Sales & Marketing,1,3,51.0,0
29769,Sales & Marketing,2,3,50.0,0
1990,Technology,2,7,87.0,0
27423,Operations,1,3,64.0,0
61414,Procurement,1,4,66.0,0
4437,Sales & Marketing,1,7,48.0,0
59607,Technology,2,6,77.0,0
24359,Operations,1,2,63.0,0
34468,R&D,1,4,78.0,0
37752,Procurement,1,6,72.0,0
46693,Sales & Marketing,2,5,51.0,0
2804,Procurement,1,4,68.0,0
58713,Analytics,2,6,85.0,0
38118,Procurement,1,11,83.0,1
1662,Sales & Marketing,1,2,52.0,0
49562,Technology,1,3,77.0,0
22050,Procurement,1,9,69.0,0
12376,Procurement,1,4,69.0,0
18866,Sales & Marketing,1,4,47.0,0
52696,Procurement,2,2,69.0,0
27512,Sales & Marketing,1,7,50.0,0
36419,Operations,1,10,55.0,0
56062,Sales & Marketing,1,2,50.0,0
9642,Analytics,1,1,79.0,0
5828,Finance,2,6,57.0,0
27572,Operations,2,3,64.0,0
53392,Operations,1,3,57.0,0
47454,Sales & Marketing,2,5,44.0,0
70529,Sales & Marketing,1,7,52.0,0
74782,Procurement,2,6,73.0,0
32267,Finance,1,4,57.0,0
30183,Technology,1,9,81.0,0
9925,Procurement,1,16,65.0,0
16534,HR,1,7,46.0,0
29311,Sales & Marketing,1,2,,0
26570,Finance,1,4,59.0,0
20997,Analytics,1,3,87.0,0
4387,Sales & Marketing,1,3,49.0,0
44313,Sales & Marketing,1,6,50.0,0
26658,Sales & Marketing,1,6,48.0,0
14,Operations,2,8,60.0,0
9661,Analytics,1,5,80.0,0
51436,HR,1,2,46.0,1
34404,Operations,1,7,,0
14311,Analytics,2,3,80.0,0
45796,Procurement,1,7,68.0,0
49517,Procurement,1,10,65.0,0
12507,Operations,1,4,62.0,0
2006,Technology,1,7,78.0,0
13491,Sales & Marketing,1,5,51.0,0
68817,Technology,1,2,96.0,1
14382,Sales & Marketing,3,5,54.0,0
51238,Technology,1,4,85.0,0
39507,Procurement,1,10,71.0,0
72505,Finance,1,16,62.0,0
1793,Analytics,1,3,84.0,0
29596,Analytics,1,9,84.0,0
59959,Legal,2,4,62.0,0
65891,Technology,1,3,83.0,0
8466,Operations,1,7,60.0,0
25483,Legal,1,1,73.0,1
60090,Procurement,1,12,73.0,0
77155,Analytics,1,2,81.0,0
40939,Operations,1,29,56.0,0
7687,Operations,1,6,58.0,0
25476,HR,1,3,53.0,0
58408,Sales & Marketing,1,1,53.0,0
2519,Finance,1,2,53.0,0
68476,Analytics,1,5,87.0,1
11513,Technology,1,5,79.0,0
62049,Procurement,1,3,65.0,0
61571,Sales & Marketing,1,3,49.0,0
51900,Sales & Marketing,3,1,48.0,0
15647,Sales & Marketing,2,6,52.0,0
44796,Sales & Marketing,1,7,49.0,0
47178,Operations,1,3,59.0,0
46404,Sales & Marketing,1,2,51.0,0
12668,Operations,2,12,60.0,0
32590,R&D,1,3,88.0,0
901,Technology,1,10,80.0,0
59090,Sales & Marketing,1,9,49.0,0
266,Procurement,1,7,71.0,0
17475,Sales & Marketing,1,5,52.0,0
37699,Sales & Marketing,1,10,52.0,0
1070,Technology,2,2,79.0,0
76231,Technology,1,3,80.0,0
26497,Procurement,2,5,74.0,0
